area_code,reference_area,area_type,date_code,gender,age,measure_type,value,units
S12000011,East Renfrewshire,Local Authority,2014/2015,All,Under 21 years,Ratio,37,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2014/2015,All,All,Ratio,28.8,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2013/2014,All,Over 40 years,Ratio,20.7,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,All,Over 40 years,Ratio,19.5,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,All,21-25 years,Mean,0.38,Average reconvictions per offender
S12000041,Angus,Local Authority,2012/2013,All,21-25 years,Mean,0.78,Average reconvictions per offender
S12000041,Angus,Local Authority,2015/2016,All,Under 21 years,Ratio,31,Percent reconvicted
S12000041,Angus,Local Authority,2015/2016,All,All,Mean,0.49,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2017/2018,All,Over 40 years,Mean,0.3,Average reconvictions per offender
S12000041,Angus,Local Authority,2017/2018,All,Under 21 years,Ratio,29,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2013/2014,All,21-25 years,Ratio,31,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2012/2013,All,Over 40 years,Ratio,18.8,Percent reconvicted
S12000041,Angus,Local Authority,2016/2017,All,21-25 years,Mean,0.41,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2012/2013,All,21-25 years,Mean,0.5,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2014/2015,All,21-25 years,Ratio,25.4,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,All,All,Ratio,27.1,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2013/2014,All,Under 21 years,Mean,0.6,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2014/2015,All,26-30 years,Ratio,30.1,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2015/2016,All,31-40 years,Ratio,29.9,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2016/2017,All,21-25 years,Ratio,29.9,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2016/2017,All,All,Mean,0.46,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,All,Over 40 years,Mean,0.3,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2017/2018,All,21-25 years,Mean,0.43,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2014/2015,All,31-40 years,Ratio,34.7,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,All,Under 21 years,Mean,0.7,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2013/2014,All,26-30 years,Ratio,27.7,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2014/2015,All,26-30 years,Mean,0.65,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2012/2013,All,26-30 years,Ratio,31.3,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2013/2014,All,Over 40 years,Mean,0.34,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2013/2014,All,31-40 years,Mean,0.46,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2016/2017,All,Over 40 years,Mean,0.27,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2016/2017,All,31-40 years,Ratio,30.1,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2012/2013,All,31-40 years,Mean,0.55,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2015/2016,All,26-30 years,Ratio,28.7,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2014/2015,All,All,Ratio,28.8,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2014/2015,All,Under 21 years,Mean,0.75,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,26-30 years,Ratio,8.3,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,31-40 years,Ratio,16.7,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,31-40 years,Mean,0.33,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2014/2015,All,26-30 years,Mean,0.65,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,31-40 years,Ratio,25,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,All,Over 40 years,Ratio,16.8,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2014/2015,All,21-25 years,Ratio,16.7,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2017/2018,All,31-40 years,Ratio,21.7,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2017/2018,All,26-30 years,Ratio,21.1,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2013/2014,All,21-25 years,Mean,0.23,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2013/2014,All,26-30 years,Mean,0.47,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2017/2018,All,21-25 years,Ratio,28.3,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,All,31-40 years,Mean,0.49,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2013/2014,All,31-40 years,Ratio,27.2,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2012/2013,All,31-40 years,Ratio,33,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,All,21-25 years,Ratio,25.7,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,All,Over 40 years,Mean,0.27,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,All,Over 40 years,Mean,0.3,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2016/2017,All,Over 40 years,Ratio,8.6,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2017/2018,All,Under 21 years,Ratio,50,Percent reconvicted
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,21-25 years,Mean,0.3,Average reconvictions per offender
S12000013,Na h-Eileanan Siar,Local Authority,2015/2016,All,26-30 years,Mean,0.17,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2015/2016,All,Over 40 years,Mean,0.33,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2015/2016,All,All,Mean,0.42,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2014/2015,All,21-25 years,Mean,0.39,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2015/2016,All,Under 21 years,Ratio,39.1,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,All,Under 21 years,Mean,0.69,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2015/2016,All,Over 40 years,Mean,0.33,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2016/2017,All,Under 21 years,Ratio,37.5,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2013/2014,All,21-25 years,Mean,0.43,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2015/2016,All,Over 40 years,Ratio,19.5,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2014/2015,All,Under 21 years,Ratio,37,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2014/2015,All,21-25 years,Mean,0.39,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2014/2015,All,26-30 years,Ratio,30.1,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2012/2013,All,Over 40 years,Ratio,18.8,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,All,21-25 years,Ratio,29.9,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,All,Under 21 years,Ratio,32.7,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2014/2015,All,Over 40 years,Mean,0.32,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2013/2014,All,21-25 years,Ratio,31,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2014/2015,All,31-40 years,Mean,0.56,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2014/2015,All,21-25 years,Ratio,25.4,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2013/2014,All,31-40 years,Mean,0.46,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,All,All,Mean,0.48,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2016/2017,All,31-40 years,Ratio,30.1,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2012/2013,All,21-25 years,Mean,0.5,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2013/2014,All,31-40 years,Ratio,27.2,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2016/2017,All,21-25 years,Mean,0.5,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2016/2017,All,All,Ratio,27.1,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2014/2015,All,31-40 years,Mean,0.56,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,All,31-40 years,Mean,0.55,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2015/2016,All,21-25 years,Ratio,25.7,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,All,31-40 years,Ratio,28,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2014/2015,All,Under 21 years,Mean,0.75,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2013/2014,All,Under 21 years,Mean,0.6,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2015/2016,All,31-40 years,Mean,0.45,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,All,21-25 years,Ratio,28.3,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2017/2018,All,All,Ratio,24.8,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2014/2015,All,Over 40 years,Mean,0.32,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2015/2016,All,31-40 years,Ratio,29.9,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2012/2013,All,Over 40 years,Mean,0.3,Average reconvictions per offender
S12000011,East Renfrewshire,Local Authority,2015/2016,All,26-30 years,Ratio,28.7,Percent reconvicted
S12000011,East Renfrewshire,Local Authority,2015/2016,All,26-30 years,Mean,0.42,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2017/2018,All,Over 40 years,Ratio,18.4,Percent reconvicted
S12000038,Renfrewshire,Local Authority,2013/2014,All,21-25 years,Mean,0.43,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2015/2016,All,21-25 years,Mean,0.38,Average reconvictions per offender
S12000038,Renfrewshire,Local Authority,2012/2013,All,31-40 years,Ratio,33,Percent reconvicted
S12000018,Inverclyde,Local Authority,2014/2015,All,All,Mean,0.55,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2012/2013,All,26-30 years,Mean,0.58,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2014/2015,All,26-30 years,Mean,0.52,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2017/2018,All,All,Mean,0.44,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2013/2014,All,21-25 years,Mean,0.52,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,All,21-25 years,Mean,0.51,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2012/2013,All,Over 40 years,Ratio,22.2,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2016/2017,All,Over 40 years,Ratio,23.9,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2016/2017,All,All,Mean,0.65,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2014/2015,All,Under 21 years,Ratio,32.9,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2017/2018,All,31-40 years,Mean,0.69,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2013/2014,All,Over 40 years,Ratio,18.3,Percent reconvicted
S12000018,Inverclyde,Local Authority,2014/2015,All,Under 21 years,Ratio,31.7,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2014/2015,All,31-40 years,Mean,0.55,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2017/2018,All,Over 40 years,Mean,0.36,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2014/2015,All,All,Ratio,27.4,Percent reconvicted
S12000018,Inverclyde,Local Authority,2015/2016,All,Over 40 years,Mean,0.37,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,All,26-30 years,Mean,0.64,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2015/2016,All,31-40 years,Ratio,31.6,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2015/2016,All,Under 21 years,Mean,0.62,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2015/2016,All,31-40 years,Mean,0.69,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2016/2017,All,Under 21 years,Mean,0.71,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2012/2013,All,Over 40 years,Ratio,20.5,Percent reconvicted
S12000018,Inverclyde,Local Authority,2016/2017,All,Under 21 years,Mean,0.82,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2013/2014,All,31-40 years,Mean,0.56,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2016/2017,All,26-30 years,Ratio,22,Percent reconvicted
S12000018,Inverclyde,Local Authority,2016/2017,All,Under 21 years,Ratio,43,Percent reconvicted
S12000018,Inverclyde,Local Authority,2013/2014,All,Under 21 years,Ratio,37.5,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2014/2015,All,31-40 years,Ratio,28.7,Percent reconvicted
S12000018,Inverclyde,Local Authority,2016/2017,All,21-25 years,Mean,0.66,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2012/2013,All,26-30 years,Ratio,38.5,Percent reconvicted
S12000018,Inverclyde,Local Authority,2012/2013,All,31-40 years,Ratio,34,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2015/2016,All,Over 40 years,Ratio,20.7,Percent reconvicted
S12000018,Inverclyde,Local Authority,2014/2015,All,All,Ratio,31.8,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2017/2018,All,Under 21 years,Mean,0.73,Average reconvictions per offender
S12000018,Inverclyde,Local Authority,2012/2013,All,Under 21 years,Ratio,38.8,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2017/2018,All,Over 40 years,Mean,0.43,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2015/2016,All,All,Ratio,28,Percent reconvicted
S12000018,Inverclyde,Local Authority,2013/2014,All,All,Mean,0.49,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2016/2017,All,21-25 years,Mean,0.58,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2016/2017,All,31-40 years,Mean,0.77,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2015/2016,All,21-25 years,Ratio,29.6,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2017/2018,All,21-25 years,Ratio,28.9,Percent reconvicted
S12000018,Inverclyde,Local Authority,2012/2013,All,All,Mean,0.54,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2013/2014,All,All,Mean,0.5,Average reconvictions per offender
S12000017,Highland,Local Authority,2015/2016,All,Over 40 years,Mean,0.39,Average reconvictions per offender
S12000017,Highland,Local Authority,2017/2018,All,All,Ratio,26.4,Percent reconvicted
S12000017,Highland,Local Authority,2017/2018,All,Over 40 years,Ratio,18.4,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2012/2013,All,All,Mean,0.49,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2014/2015,All,All,Mean,0.51,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2016/2017,All,All,Ratio,30.9,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2017/2018,All,31-40 years,Ratio,33.9,Percent reconvicted
S12000017,Highland,Local Authority,2013/2014,All,Over 40 years,Mean,0.33,Average reconvictions per offender
S12000017,Highland,Local Authority,2017/2018,All,Under 21 years,Mean,0.57,Average reconvictions per offender
S12000017,Highland,Local Authority,2013/2014,All,31-40 years,Mean,0.47,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,All,26-30 years,Ratio,34,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2013/2014,All,Under 21 years,Mean,0.61,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2016/2017,All,26-30 years,Mean,0.72,Average reconvictions per offender
S12000017,Highland,Local Authority,2015/2016,All,Under 21 years,Ratio,30.9,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2012/2013,All,26-30 years,Ratio,28.8,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2014/2015,All,Under 21 years,Mean,0.6,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,All,All,Mean,0.59,Average reconvictions per offender
S12000017,Highland,Local Authority,2012/2013,All,26-30 years,Ratio,24.1,Percent reconvicted
