FeatureCode,DateCode,Measurement,Units,Value,Gender,Age
S12000034,2012/2013,Ratio,Percent reconvicted,20.5,All,Over 40 years
S12000018,2016/2017,Mean,Average reconvictions per offender,0.82,All,Under 21 years
S12000034,2013/2014,Mean,Average reconvictions per offender,0.56,All,31-40 years
S12000018,2016/2017,Ratio,Percent reconvicted,22,All,26-30 years
S12000018,2016/2017,Ratio,Percent reconvicted,43,All,Under 21 years
S12000018,2013/2014,Ratio,Percent reconvicted,37.5,All,Under 21 years
S12000034,2014/2015,Ratio,Percent reconvicted,28.7,All,31-40 years
S12000018,2016/2017,Mean,Average reconvictions per offender,0.66,All,21-25 years
S12000018,2012/2013,Ratio,Percent reconvicted,38.5,All,26-30 years
S12000018,2012/2013,Ratio,Percent reconvicted,34,All,31-40 years
S12000034,2015/2016,Ratio,Percent reconvicted,20.7,All,Over 40 years
S12000018,2014/2015,Ratio,Percent reconvicted,31.8,All,All
S12000034,2017/2018,Mean,Average reconvictions per offender,0.73,All,Under 21 years
S12000018,2012/2013,Ratio,Percent reconvicted,38.8,All,Under 21 years
S12000034,2017/2018,Mean,Average reconvictions per offender,0.43,All,Over 40 years
S12000034,2015/2016,Ratio,Percent reconvicted,28,All,All
S12000018,2013/2014,Mean,Average reconvictions per offender,0.49,All,All
S12000034,2016/2017,Mean,Average reconvictions per offender,0.58,All,21-25 years
S12000034,2016/2017,Mean,Average reconvictions per offender,0.77,All,31-40 years
S12000034,2015/2016,Ratio,Percent reconvicted,29.6,All,21-25 years
S12000034,2017/2018,Ratio,Percent reconvicted,28.9,All,21-25 years
S12000018,2012/2013,Mean,Average reconvictions per offender,0.54,All,All
S12000034,2013/2014,Mean,Average reconvictions per offender,0.5,All,All
S12000017,2015/2016,Mean,Average reconvictions per offender,0.39,All,Over 40 years
S12000017,2017/2018,Ratio,Percent reconvicted,26.4,All,All
S12000017,2017/2018,Ratio,Percent reconvicted,18.4,All,Over 40 years
S12000034,2012/2013,Mean,Average reconvictions per offender,0.49,All,All
S12000034,2014/2015,Mean,Average reconvictions per offender,0.51,All,All
S12000034,2016/2017,Ratio,Percent reconvicted,30.9,All,All
S12000034,2017/2018,Ratio,Percent reconvicted,33.9,All,31-40 years
S12000017,2013/2014,Mean,Average reconvictions per offender,0.33,All,Over 40 years
S12000017,2017/2018,Mean,Average reconvictions per offender,0.57,All,Under 21 years
S12000017,2013/2014,Mean,Average reconvictions per offender,0.47,All,31-40 years
S12000034,2017/2018,Ratio,Percent reconvicted,34,All,26-30 years
S12000034,2013/2014,Mean,Average reconvictions per offender,0.61,All,Under 21 years
S12000034,2016/2017,Mean,Average reconvictions per offender,0.72,All,26-30 years
S12000017,2015/2016,Ratio,Percent reconvicted,30.9,All,Under 21 years
S12000034,2012/2013,Ratio,Percent reconvicted,28.8,All,26-30 years
S12000034,2014/2015,Mean,Average reconvictions per offender,0.6,All,Under 21 years
S12000034,2017/2018,Mean,Average reconvictions per offender,0.59,All,All
S12000017,2012/2013,Ratio,Percent reconvicted,24.1,All,26-30 years
S12000034,2013/2014,Ratio,Percent reconvicted,26.9,All,All
S12000017,2012/2013,Mean,Average reconvictions per offender,0.56,All,31-40 years
S12000034,2015/2016,Mean,Average reconvictions per offender,0.57,All,All
S12000017,2012/2013,Mean,Average reconvictions per offender,0.4,All,21-25 years
S12000034,2013/2014,Mean,Average reconvictions per offender,0.5,All,26-30 years
S12000034,2014/2015,Mean,Average reconvictions per offender,0.49,All,26-30 years
S12000017,2016/2017,Ratio,Percent reconvicted,14.8,All,Over 40 years
S12000034,2012/2013,Mean,Average reconvictions per offender,0.57,All,Under 21 years
S12000034,2015/2016,Mean,Average reconvictions per offender,0.63,All,26-30 years
S12000018,2013/2014,Ratio,Percent reconvicted,32.5,All,26-30 years
S12000018,2017/2018,Ratio,Percent reconvicted,31.3,All,26-30 years
S12000034,2012/2013,Ratio,Percent reconvicted,27.9,All,All
S12000034,2015/2016,Ratio,Percent reconvicted,31.1,All,31-40 years
S12000017,2013/2014,Ratio,Percent reconvicted,21.8,All,26-30 years
S12000017,2013/2014,Ratio,Percent reconvicted,30.2,All,Under 21 years
S12000017,2013/2014,Mean,Average reconvictions per offender,0.38,All,21-25 years
S12000017,2014/2015,Ratio,Percent reconvicted,26.1,All,26-30 years
S12000017,2016/2017,Mean,Average reconvictions per offender,0.54,All,Under 21 years
S12000017,2015/2016,Ratio,Percent reconvicted,22.5,All,Over 40 years
S12000017,2012/2013,Ratio,Percent reconvicted,26.8,All,21-25 years
S12000017,2015/2016,Ratio,Percent reconvicted,25.6,All,All
S12000017,2013/2014,Ratio,Percent reconvicted,28.8,All,31-40 years
S12000034,2016/2017,Ratio,Percent reconvicted,33.9,All,26-30 years
S12000017,2017/2018,Mean,Average reconvictions per offender,0.5,All,31-40 years
S12000017,2014/2015,Mean,Average reconvictions per offender,0.32,All,Over 40 years
S12000033,2016/2017,Mean,Average reconvictions per offender,0.77,All,31-40 years
S12000018,2014/2015,Ratio,Percent reconvicted,34.8,All,21-25 years
S12000033,2012/2013,Ratio,Percent reconvicted,20.5,All,Over 40 years
S12000033,2016/2017,Ratio,Percent reconvicted,30.9,All,21-25 years
S12000018,2013/2014,Ratio,Percent reconvicted,35.3,All,31-40 years
S12000018,2014/2015,Ratio,Percent reconvicted,32.8,All,26-30 years
S12000018,2017/2018,Mean,Average reconvictions per offender,0.48,All,Under 21 years
S12000033,2017/2018,Mean,Average reconvictions per offender,0.64,All,26-30 years
S12000018,2016/2017,Ratio,Percent reconvicted,29.8,All,All
S12000018,2012/2013,Ratio,Percent reconvicted,32,All,All
S12000018,2017/2018,Mean,Average reconvictions per offender,0.49,All,26-30 years
S12000018,2016/2017,Mean,Average reconvictions per offender,0.35,All,26-30 years
S12000034,2015/2016,Mean,Average reconvictions per offender,0.41,All,Over 40 years
S12000033,2015/2016,Mean,Average reconvictions per offender,0.63,All,26-30 years
S12000034,2013/2014,Mean,Average reconvictions per offender,0.34,All,Over 40 years
S12000018,2015/2016,Ratio,Percent reconvicted,29.8,All,All
S12000018,2017/2018,Ratio,Percent reconvicted,37.4,All,21-25 years
S12000033,2014/2015,Mean,Average reconvictions per offender,0.49,All,26-30 years
S12000033,2016/2017,Mean,Average reconvictions per offender,0.71,All,Under 21 years
S12000018,2012/2013,Mean,Average reconvictions per offender,0.6,All,31-40 years
S12000018,2015/2016,Ratio,Percent reconvicted,22.4,All,Over 40 years
S12000033,2013/2014,Mean,Average reconvictions per offender,0.5,All,26-30 years
S12000018,2013/2014,Mean,Average reconvictions per offender,0.64,All,31-40 years
S12000033,2017/2018,Ratio,Percent reconvicted,37.8,All,Under 21 years
S12000033,2014/2015,Ratio,Percent reconvicted,28.7,All,31-40 years
S12000018,2012/2013,Mean,Average reconvictions per offender,0.47,All,21-25 years
S12000018,2017/2018,Mean,Average reconvictions per offender,0.42,All,31-40 years
S12000018,2016/2017,Ratio,Percent reconvicted,23.1,All,Over 40 years
S12000033,2017/2018,Mean,Average reconvictions per offender,0.43,All,Over 40 years
S12000033,2013/2014,Mean,Average reconvictions per offender,0.34,All,Over 40 years
S12000033,2016/2017,Mean,Average reconvictions per offender,0.65,All,All
S12000018,2014/2015,Mean,Average reconvictions per offender,0.38,All,Over 40 years
S12000018,2015/2016,Mean,Average reconvictions per offender,0.58,All,31-40 years
S12000033,2012/2013,Ratio,Percent reconvicted,28.3,All,21-25 years
S12000033,2014/2015,Ratio,Percent reconvicted,21.1,All,Over 40 years
S12000018,2015/2016,Ratio,Percent reconvicted,30.8,All,26-30 years
S12000033,2016/2017,Ratio,Percent reconvicted,33.8,All,31-40 years
S12000033,2012/2013,Mean,Average reconvictions per offender,0.55,All,26-30 years
S12000033,2012/2013,Mean,Average reconvictions per offender,0.52,All,31-40 years
S12000033,2012/2013,Ratio,Percent reconvicted,28.5,All,31-40 years
S12000018,2015/2016,Ratio,Percent reconvicted,36.6,All,21-25 years
S12000018,2017/2018,Ratio,Percent reconvicted,26.7,All,Under 21 years
S12000018,2017/2018,Ratio,Percent reconvicted,27.7,All,31-40 years
S12000018,2017/2018,Mean,Average reconvictions per offender,0.6,All,21-25 years
S12000018,2016/2017,Mean,Average reconvictions per offender,0.54,All,31-40 years
S12000034,2012/2013,Mean,Average reconvictions per offender,0.47,All,21-25 years
S12000034,2015/2016,Ratio,Percent reconvicted,31.7,All,Under 21 years
S12000034,2015/2016,Mean,Average reconvictions per offender,0.5,All,21-25 years
S12000034,2012/2013,Ratio,Percent reconvicted,28.5,All,31-40 years
S12000034,2012/2013,Ratio,Percent reconvicted,34.3,All,Under 21 years
S12000034,2014/2015,Mean,Average reconvictions per offender,0.39,All,Over 40 years
S12000018,2013/2014,Ratio,Percent reconvicted,29.2,All,All
S12000018,2015/2016,Mean,Average reconvictions per offender,0.51,All,All
S12000034,2016/2017,Mean,Average reconvictions per offender,0.46,All,Over 40 years
S12000018,2015/2016,Ratio,Percent reconvicted,32.4,All,Under 21 years
S12000034,2014/2015,Ratio,Percent reconvicted,21.1,All,Over 40 years
S12000034,2016/2017,Ratio,Percent reconvicted,30.9,All,21-25 years
S12000018,2015/2016,Mean,Average reconvictions per offender,0.46,All,26-30 years
S12000034,2013/2014,Ratio,Percent reconvicted,17.6,All,Over 40 years
S12000018,2017/2018,Ratio,Percent reconvicted,23.1,All,Over 40 years
S12000018,2015/2016,Mean,Average reconvictions per offender,0.63,All,21-25 years
S12000034,2017/2018,Ratio,Percent reconvicted,22,All,Over 40 years
S12000018,2012/2013,Ratio,Percent reconvicted,30.1,All,21-25 years
S12000034,2013/2014,Ratio,Percent reconvicted,36.7,All,Under 21 years
S12000018,2013/2014,Mean,Average reconvictions per offender,0.78,All,Under 21 years
S12000034,2013/2014,Ratio,Percent reconvicted,29.1,All,31-40 years
S12000034,2014/2015,Ratio,Percent reconvicted,29.1,All,21-25 years
S12000034,2012/2013,Ratio,Percent reconvicted,28.3,All,21-25 years
S12000034,2017/2018,Ratio,Percent reconvicted,37.8,All,Under 21 years
S12000018,2014/2015,Mean,Average reconvictions per offender,0.55,All,Under 21 years
S12000018,2013/2014,Mean,Average reconvictions per offender,0.28,All,Over 40 years
S12000018,2014/2015,Mean,Average reconvictions per offender,0.51,All,21-25 years
S12000034,2016/2017,Ratio,Percent reconvicted,33.8,All,31-40 years
S12000018,2013/2014,Ratio,Percent reconvicted,29,All,21-25 years
S12000034,2013/2014,Ratio,Percent reconvicted,27.5,All,21-25 years
S12000018,2016/2017,Mean,Average reconvictions per offender,0.51,All,All
S12000034,2016/2017,Ratio,Percent reconvicted,33.8,All,Under 21 years
S12000018,2015/2016,Mean,Average reconvictions per offender,0.56,All,Under 21 years
S12000018,2014/2015,Ratio,Percent reconvicted,39.3,All,31-40 years
S12000034,2017/2018,Ratio,Percent reconvicted,30.4,All,All
S12000018,2013/2014,Mean,Average reconvictions per offender,0.47,All,26-30 years
S12000034,2014/2015,Mean,Average reconvictions per offender,0.53,All,21-25 years
S12000018,2012/2013,Mean,Average reconvictions per offender,0.73,All,Under 21 years
S12000034,2015/2016,Ratio,Percent reconvicted,29.2,All,26-30 years
S12000018,2017/2018,Ratio,Percent reconvicted,28.1,All,All
S12000018,2016/2017,Ratio,Percent reconvicted,37.4,All,21-25 years
S12000018,2014/2015,Ratio,Percent reconvicted,22.2,All,Over 40 years
S12000018,2012/2013,Mean,Average reconvictions per offender,0.39,All,Over 40 years
S12000035,2012/2013,Ratio,Percent reconvicted,28.6,All,Under 21 years
S12000035,2012/2013,Mean,Average reconvictions per offender,0.5,All,21-25 years
S12000014,2015/2016,Mean,Average reconvictions per offender,0.64,All,26-30 years
S12000035,2013/2014,Mean,Average reconvictions per offender,0.4,All,Under 21 years
S12000014,2016/2017,Ratio,Percent reconvicted,39.4,All,Under 21 years
S12000014,2013/2014,Ratio,Percent reconvicted,29.2,All,21-25 years
S12000035,2013/2014,Ratio,Percent reconvicted,26.2,All,All
S12000014,2015/2016,Ratio,Percent reconvicted,26.6,All,21-25 years
S12000035,2016/2017,Ratio,Percent reconvicted,26.3,All,Under 21 years
S12000014,2015/2016,Mean,Average reconvictions per offender,0.48,All,All
S12000014,2016/2017,Mean,Average reconvictions per offender,0.46,All,21-25 years
S12000035,2017/2018,Ratio,Percent reconvicted,18,All,21-25 years
S12000014,2015/2016,Mean,Average reconvictions per offender,0.28,All,Over 40 years
S12000014,2012/2013,Mean,Average reconvictions per offender,0.66,All,26-30 years
S12000035,2017/2018,Mean,Average reconvictions per offender,0.32,All,21-25 years
S12000035,2013/2014,Mean,Average reconvictions per offender,0.42,All,26-30 years
S12000035,2015/2016,Mean,Average reconvictions per offender,0.38,All,31-40 years
S12000014,2017/2018,Ratio,Percent reconvicted,29.3,All,21-25 years
S12000035,2014/2015,Mean,Average reconvictions per offender,0.52,All,Under 21 years
S12000014,2015/2016,Ratio,Percent reconvicted,29,All,All
S12000035,2017/2018,Ratio,Percent reconvicted,27.8,All,31-40 years
S12000035,2013/2014,Mean,Average reconvictions per offender,0.51,All,21-25 years
S12000035,2015/2016,Ratio,Percent reconvicted,24,All,26-30 years
S12000035,2017/2018,Ratio,Percent reconvicted,12.9,All,Over 40 years
S12000017,2016/2017,Mean,Average reconvictions per offender,0.42,All,All
S12000035,2017/2018,Ratio,Percent reconvicted,19,All,26-30 years
S12000014,2015/2016,Ratio,Percent reconvicted,30.3,All,31-40 years
S12000035,2017/2018,Ratio,Percent reconvicted,19.9,All,All
S12000035,2013/2014,Ratio,Percent reconvicted,22.8,All,31-40 years
S12000017,2016/2017,Mean,Average reconvictions per offender,0.24,All,Over 40 years
S12000035,2012/2013,Mean,Average reconvictions per offender,0.34,All,Under 21 years
S12000017,2015/2016,Mean,Average reconvictions per offender,0.37,All,31-40 years
S12000035,2015/2016,Mean,Average reconvictions per offender,0.34,All,All
S12000035,2015/2016,Ratio,Percent reconvicted,27.2,All,31-40 years
S12000014,2014/2015,Mean,Average reconvictions per offender,0.48,All,31-40 years
S12000014,2017/2018,Ratio,Percent reconvicted,30,All,All
S12000035,2014/2015,Ratio,Percent reconvicted,25.3,All,26-30 years
S12000014,2014/2015,Mean,Average reconvictions per offender,0.62,All,26-30 years
S12000014,2017/2018,Mean,Average reconvictions per offender,0.44,All,21-25 years
S12000014,2017/2018,Mean,Average reconvictions per offender,0.54,All,All
S12000035,2016/2017,Mean,Average reconvictions per offender,0.4,All,31-40 years
S12000014,2016/2017,Ratio,Percent reconvicted,28.1,All,26-30 years
S12000014,2013/2014,Mean,Average reconvictions per offender,0.52,All,All
S12000014,2015/2016,Mean,Average reconvictions per offender,0.58,All,Under 21 years
S12000014,2012/2013,Mean,Average reconvictions per offender,0.32,All,Over 40 years
S12000036,2017/2018,Ratio,Percent reconvicted,31.1,All,Under 21 years
S12000036,2017/2018,Ratio,Percent reconvicted,26,All,All
S12000036,2014/2015,Mean,Average reconvictions per offender,0.68,All,Under 21 years
S12000014,2017/2018,Mean,Average reconvictions per offender,0.67,All,26-30 years
S12000036,2012/2013,Ratio,Percent reconvicted,33.5,All,Under 21 years
S12000014,2016/2017,Mean,Average reconvictions per offender,0.75,All,Under 21 years
S12000036,2016/2017,Ratio,Percent reconvicted,34.8,All,Under 21 years
S12000014,2017/2018,Mean,Average reconvictions per offender,0.43,All,Over 40 years
S12000014,2016/2017,Mean,Average reconvictions per offender,0.46,All,26-30 years
S12000036,2016/2017,Mean,Average reconvictions per offender,0.64,All,Under 21 years
S12000036,2012/2013,Mean,Average reconvictions per offender,0.57,All,Under 21 years
S12000014,2012/2013,Mean,Average reconvictions per offender,0.53,All,21-25 years
S12000014,2016/2017,Mean,Average reconvictions per offender,0.39,All,Over 40 years
S12000036,2014/2015,Ratio,Percent reconvicted,35,All,Under 21 years
S12000014,2017/2018,Ratio,Percent reconvicted,35.8,All,26-30 years
S12000036,2015/2016,Ratio,Percent reconvicted,33.9,All,Under 21 years
S12000014,2012/2013,Ratio,Percent reconvicted,29.5,All,All
S12000014,2012/2013,Ratio,Percent reconvicted,18.2,All,Over 40 years
S12000014,2013/2014,Mean,Average reconvictions per offender,0.7,All,Under 21 years
S12000036,2015/2016,Mean,Average reconvictions per offender,0.69,All,Under 21 years
S12000014,2015/2016,Ratio,Percent reconvicted,35.5,All,Under 21 years
S12000035,2014/2015,Mean,Average reconvictions per offender,0.4,All,31-40 years
S12000035,2012/2013,Ratio,Percent reconvicted,29.9,All,All
S12000014,2012/2013,Mean,Average reconvictions per offender,0.51,All,All
S12000035,2015/2016,Ratio,Percent reconvicted,12.8,All,Over 40 years
S12000014,2015/2016,Mean,Average reconvictions per offender,0.48,All,31-40 years
S12000035,2015/2016,Mean,Average reconvictions per offender,0.33,All,26-30 years
S12000035,2015/2016,Mean,Average reconvictions per offender,0.49,All,21-25 years
S12000035,2016/2017,Ratio,Percent reconvicted,24.2,All,All
S12000035,2014/2015,Ratio,Percent reconvicted,23.9,All,All
S12000014,2014/2015,Ratio,Percent reconvicted,28.1,All,31-40 years
S12000014,2016/2017,Ratio,Percent reconvicted,28.6,All,21-25 years
S12000014,2017/2018,Ratio,Percent reconvicted,24.3,All,Over 40 years
S12000035,2013/2014,Ratio,Percent reconvicted,31.8,All,26-30 years
S12000035,2014/2015,Ratio,Percent reconvicted,29.3,All,Under 21 years
S12000035,2014/2015,Mean,Average reconvictions per offender,0.41,All,21-25 years
S12000035,2012/2013,Mean,Average reconvictions per offender,0.43,All,Over 40 years
S12000035,2013/2014,Ratio,Percent reconvicted,38.6,All,21-25 years
S12000014,2017/2018,Ratio,Percent reconvicted,36.4,All,Under 21 years
