FeatureCode,DateCode,Measurement,Units,Value,Indicator (travel to work)
S12000047,2014,Ratio,Percent Of Journeys,3.7,% Business Journeys
S12000047,2001,Ratio,Percent Of Journeys,3.4,% Train Journeys To Work
S12000047,2017,Ratio,Percent Of Journeys,4.1,% Train Journeys To Work
S12000047,2018,Ratio,Percent Of Journeys,4,% Train Journeys To Work
S12000047,1999,Ratio,Percent Of Journeys,1.2,% Train Journeys To Work
S12000047,1999,Ratio,Percent Of Journeys,55.8,% Child Journeys To School By Walking/Cycling
S12000047,2017,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000047,2012,Ratio,Percent Of Journeys,1.2,% Train Journeys To Work
S12000047,2009,Ratio,Percent Of Journeys,2.6,% Train Journeys To Work
S12000047,2015,Ratio,Percent Of Journeys,4.7,% Train Journeys To Work
S12000047,2007,Ratio,Percent Of Journeys,2.8,% Train Journeys To Work
S12000047,2013,Ratio,Percent Of Journeys,3.3,% Train Journeys To Work
S12000047,2014,Ratio,Percent Of Journeys,3,% Train Journeys To Work
S12000047,2019,Ratio,Percent Of Journeys,4,% Train Journeys To Work
S12000047,2016,Ratio,Percent Of Journeys,4.9,% Train Journeys To Work
S12000047,2003,Ratio,Percent Of Journeys,4.2,% Train Journeys To Work
S12000047,2005,Ratio,Percent Of Journeys,3,% Train Journeys To Work
S12000047,2005,Ratio,Percent Of Journeys,3,% Education Journeys
S12000047,2013,Ratio,Percent Of Journeys,6.3,% Education Journeys
S12000047,2003,Ratio,Percent Of Journeys,2.7,% Education Journeys
S12000047,2001,Ratio,Percent Of Journeys,3.4,% Education Journeys
S12000047,2014,Ratio,Percent Of Journeys,7.5,% Education Journeys
S12000047,2009,Ratio,Percent Of Journeys,4.6,% Education Journeys
S12000047,2016,Ratio,Percent Of Journeys,6.2,% Education Journeys
S12000047,2012,Ratio,Percent Of Journeys,4.9,% Education Journeys
S12000047,2015,Ratio,Percent Of Journeys,8.9,% Walking Journeys To Work
S12000047,2013,Ratio,Percent Of Journeys,6.2,% Walking Journeys To Work
S12000047,2018,Ratio,Percent Of Journeys,6,% Education Journeys
S12000047,2001,Ratio,Percent Of Journeys,54.9,% Child Journeys To School By Walking/Cycling
S12000047,2018,Ratio,Percent Of Journeys,10,% Walking Journeys To Work
S12000047,2019,Ratio,Percent Of Journeys,4,% Education Journeys
S12000047,2014,Ratio,Percent Of Journeys,11.9,% Walking Journeys To Work
S12000047,2003,Ratio,Percent Of Journeys,2.1,% Cycling Journeys To Work
S12000047,2005,Ratio,Percent Of Journeys,0.7,% Cycling Journeys To Work
S12000047,2012,Ratio,Percent Of Journeys,6.9,% Bus Journeys To Work
S12000047,2019,Ratio,Percent Of Journeys,1,% Business Journeys
S12000047,1999,Ratio,Percent Of Journeys,1.1,% Cycling Journeys To Work
S12000047,2009,Ratio,Percent Of Journeys,7.7,% Bus Journeys To Work
S12000047,2001,Ratio,Percent Of Journeys,6.4,% Bus Journeys To Work
S12000047,2007,Ratio,Percent Of Journeys,6.8,% Bus Journeys To Work
S12000047,2005,Ratio,Percent Of Journeys,8.3,% Bus Journeys To Work
S12000047,2012,Ratio,Percent Of Journeys,1.9,% Cycling Journeys To Work
S12000047,2014,Ratio,Percent Of Journeys,1.3,% Cycling Journeys To Work
S12000047,2016,Ratio,Percent Of Journeys,1.5,% Cycling Journeys To Work
S12000047,2014,Ratio,Percent Of Journeys,49.2,% Child Journeys To School By Walking/Cycling
S12000047,2015,Ratio,Percent Of Journeys,0.7,% Cycling Journeys To Work
S12000047,2009,Ratio,Percent Of Journeys,1.7,% Cycling Journeys To Work
S12000047,2001,Ratio,Percent Of Journeys,1.2,% Cycling Journeys To Work
S12000047,2013,Ratio,Percent Of Journeys,1.9,% Cycling Journeys To Work
S12000047,2007,Ratio,Percent Of Journeys,1.5,% Cycling Journeys To Work
S12000047,2013,Ratio,Percent Of Journeys,1.4,% Health Journeys
S12000047,2009,Ratio,Percent Of Journeys,2.2,% Health Journeys
S12000047,1999,Ratio,Percent Of Journeys,18.5,% Shopping Journeys
S12000047,2016,Ratio,Percent Of Journeys,2,% Health Journeys
S12000047,2018,Ratio,Percent Of Journeys,19,% Shopping Journeys
S12000047,2015,Ratio,Percent Of Journeys,2.7,% Health Journeys
S12000047,2014,Ratio,Percent Of Journeys,20.9,% Shopping Journeys
S12000047,2003,Ratio,Percent Of Journeys,21.5,% Shopping Journeys
S12000047,2001,Ratio,Percent Of Journeys,18.2,% Shopping Journeys
S12000047,2019,Ratio,Percent Of Journeys,79,% Child Journeys To School By Walking/Cycling
S12000047,2018,Ratio,Percent Of Journeys,54,% Child Journeys To School By Walking/Cycling
S12000047,2018,Ratio,Percent Of Journeys,3,% Cycling Journeys To Work
S12000047,1999,Ratio,Percent Of Journeys,6.3,% Bus Journeys To Work
S12000047,2003,Ratio,Percent Of Journeys,9,% Bus Journeys To Work
S12000047,2014,Ratio,Percent Of Journeys,2.3,% Health Journeys
S12000047,2012,Ratio,Percent Of Journeys,1.6,% Health Journeys
S12000047,2005,Ratio,Percent Of Journeys,21,% Shopping Journeys
S12000047,2007,Ratio,Percent Of Journeys,25.2,% Shopping Journeys
S12000047,2019,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S12000047,2012,Ratio,Percent Of Journeys,1.8,% Business Journeys
S12000047,2013,Ratio,Percent Of Journeys,56,% Child Journeys To School By Walking/Cycling
S12000047,2018,Ratio,Percent Of Journeys,2,% Health Journeys
S12000047,2005,Ratio,Percent Of Journeys,2,% Health Journeys
S12000047,2016,Ratio,Percent Of Journeys,0.4,% Business Journeys
S12000047,1999,Ratio,Percent Of Journeys,2.3,% Business Journeys
S12000047,2007,Ratio,Percent Of Journeys,1.2,% Business Journeys
S12000047,2001,Ratio,Percent Of Journeys,3,% Business Journeys
S12000047,2003,Ratio,Percent Of Journeys,3.9,% Business Journeys
S12000047,2009,Ratio,Percent Of Journeys,0.7,% Business Journeys
S12000047,2005,Ratio,Percent Of Journeys,4,% Business Journeys
S12000047,2017,Ratio,Percent Of Journeys,56.6,% Child Journeys To School By Walking/Cycling
S12000047,2015,Ratio,Percent Of Journeys,53.1,% Child Journeys To School By Walking/Cycling
S12000047,2017,Ratio,Percent Of Journeys,3.6,% Health Journeys
S12000047,2003,Ratio,Percent Of Journeys,2.8,% Health Journeys
S12000047,2019,Ratio,Percent Of Journeys,2,% Health Journeys
S12000047,1999,Ratio,Percent Of Journeys,2.6,% Health Journeys
S12000048,2001,Ratio,Percent Of Journeys,47.8,% Child Journeys To School By Walking/Cycling
S12000048,2001,Ratio,Percent Of Journeys,5.5,% Bus Journeys To Work
S12000048,2012,Ratio,Percent Of Journeys,40.6,% Child Journeys To School By Walking/Cycling
S12000048,2015,Ratio,Percent Of Journeys,8.6,% Bus Journeys To Work
S12000048,2014,Ratio,Percent Of Journeys,7.5,% Bus Journeys To Work
S12000048,2003,Ratio,Percent Of Journeys,8.8,% Bus Journeys To Work
S12000048,2013,Ratio,Percent Of Journeys,36.9,% Child Journeys To School By Walking/Cycling
S12000048,2018,Ratio,Percent Of Journeys,26,% Shopping Journeys
S12000048,1999,Ratio,Percent Of Journeys,39.9,% Child Journeys To School By Walking/Cycling
S12000048,2009,Ratio,Percent Of Journeys,40.6,% Child Journeys To School By Walking/Cycling
S12000048,2014,Ratio,Percent Of Journeys,21.1,% Shopping Journeys
S12000048,2007,Ratio,Percent Of Journeys,10.5,% Bus Journeys To Work
S12000048,2005,Ratio,Percent Of Journeys,5.7,% Bus Journeys To Work
S12000048,2013,Ratio,Percent Of Journeys,20.2,% Shopping Journeys
S12000048,2016,Ratio,Percent Of Journeys,29.8,% Shopping Journeys
S12000048,2016,Ratio,Percent Of Journeys,14.7,% Bus Journeys To Work
S12000048,2019,Ratio,Percent Of Journeys,20,% Shopping Journeys
S12000048,2013,Ratio,Percent Of Journeys,13.5,% Bus Journeys To Work
S12000048,2009,Ratio,Percent Of Journeys,14.8,% Bus Journeys To Work
S12000048,2012,Ratio,Percent Of Journeys,10.1,% Bus Journeys To Work
S12000048,2014,Ratio,Percent Of Journeys,64.8,% Child Journeys To School By Walking/Cycling
S12000048,2005,Ratio,Percent Of Journeys,49.3,% Child Journeys To School By Walking/Cycling
S12000048,2007,Ratio,Percent Of Journeys,22.4,% Shopping Journeys
S12000048,1999,Ratio,Percent Of Journeys,7.6,% Bus Journeys To Work
S12000048,2007,Ratio,Percent Of Journeys,43.7,% Child Journeys To School By Walking/Cycling
S12000048,2016,Ratio,Percent Of Journeys,50.9,% Child Journeys To School By Walking/Cycling
S12000048,2015,Ratio,Percent Of Journeys,16.2,% Shopping Journeys
S12000048,2003,Ratio,Percent Of Journeys,41.4,% Child Journeys To School By Walking/Cycling
S12000048,2015,Ratio,Percent Of Journeys,46.1,% Child Journeys To School By Walking/Cycling
S12000048,2014,Ratio,Percent Of Journeys,3.1,% Business Journeys
S12000048,2013,Ratio,Percent Of Journeys,13.7,% Walking Journeys To Work
S12000048,2007,Ratio,Percent Of Journeys,1.4,% Business Journeys
S12000048,2003,Ratio,Percent Of Journeys,1.3,% Cycling Journeys To Work
S12000048,2018,Ratio,Percent Of Journeys,4,% Cycling Journeys To Work
S12000048,1999,Ratio,Percent Of Journeys,7,% Business Journeys
S12000048,2009,Ratio,Percent Of Journeys,1.1,% Business Journeys
S12000048,2001,Ratio,Percent Of Journeys,4.4,% Business Journeys
S12000048,2014,Ratio,Percent Of Journeys,11,% Walking Journeys To Work
S12000048,2012,Ratio,Percent Of Journeys,2.1,% Business Journeys
S12000048,2018,Ratio,Percent Of Journeys,19,% Walking Journeys To Work
S12000048,2015,Ratio,Percent Of Journeys,16.2,% Walking Journeys To Work
S12000048,2005,Ratio,Percent Of Journeys,15.6,% Walking Journeys To Work
S12000048,2003,Ratio,Percent Of Journeys,18.1,% Walking Journeys To Work
S12000048,2016,Ratio,Percent Of Journeys,21.6,% Walking Journeys To Work
S12000048,2007,Ratio,Percent Of Journeys,0.3,% Cycling Journeys To Work
S12000048,2018,Ratio,Percent Of Journeys,7,% Business Journeys
S12000048,2001,Ratio,Percent Of Journeys,2.1,% Cycling Journeys To Work
S12000048,2009,Ratio,Percent Of Journeys,0.7,% Cycling Journeys To Work
S12000048,2017,Ratio,Percent Of Journeys,16.4,% Walking Journeys To Work
S12000048,2019,Ratio,Percent Of Journeys,2,% Business Journeys
S12000048,1999,Ratio,Percent Of Journeys,26.6,% Commuting Journeys
S12000048,2007,Ratio,Percent Of Journeys,27.1,% Commuting Journeys
S12000048,2019,Ratio,Percent Of Journeys,1,% Health Journeys
S12000048,2012,Ratio,Percent Of Journeys,32,% Commuting Journeys
S12000048,2007,Ratio,Percent Of Journeys,2.4,% Health Journeys
S12000048,2001,Ratio,Percent Of Journeys,23.8,% Commuting Journeys
S12000048,2003,Ratio,Percent Of Journeys,25.8,% Commuting Journeys
S12000048,2005,Ratio,Percent Of Journeys,29,% Commuting Journeys
S12000048,2009,Ratio,Percent Of Journeys,27.1,% Commuting Journeys
S12000048,1999,Ratio,Percent Of Journeys,18.6,% Walking Journeys To Work
S12000048,2001,Ratio,Percent Of Journeys,18.6,% Walking Journeys To Work
S12000048,2018,Ratio,Percent Of Journeys,2,% Health Journeys
S12000048,2005,Ratio,Percent Of Journeys,5,% Business Journeys
S12000048,2003,Ratio,Percent Of Journeys,3.6,% Business Journeys
S12000048,2013,Ratio,Percent Of Journeys,4.3,% Business Journeys
S12000048,2015,Ratio,Percent Of Journeys,6,% Business Journeys
S12000048,2017,Ratio,Percent Of Journeys,5.2,% Health Journeys
S12000048,2017,Ratio,Percent Of Journeys,23.2,% Commuting Journeys
S12000048,2016,Ratio,Percent Of Journeys,3.4,% Business Journeys
S12000048,2005,Ratio,Percent Of Journeys,2.4,% Cycling Journeys To Work
S12000048,2009,Ratio,Percent Of Journeys,3.1,% Education Journeys
S12000048,1999,Ratio,Percent Of Journeys,2.9,% Education Journeys
S12000048,2007,Ratio,Percent Of Journeys,1.6,% Education Journeys
S12000048,2005,Ratio,Percent Of Journeys,2,% Education Journeys
S12000048,2005,Ratio,Percent Of Journeys,0.2,% Train Journeys To Work
S12000048,2012,Ratio,Percent Of Journeys,4,% Education Journeys
S12000048,2007,Ratio,Percent Of Journeys,1,% Train Journeys To Work
S12000048,1999,Ratio,Percent Of Journeys,1.3,% Cycling Journeys To Work
S12000048,2017,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000048,2017,Ratio,Percent Of Journeys,5.6,% Education Journeys
S12000048,2012,Ratio,Percent Of Journeys,1.6,% Cycling Journeys To Work
S12000048,2001,Ratio,Percent Of Journeys,2.3,% Education Journeys
S12000048,2016,Ratio,Percent Of Journeys,3.9,% Education Journeys
S12000048,2019,Ratio,Percent Of Journeys,8,% Education Journeys
S12000048,2003,Ratio,Percent Of Journeys,1.4,% Education Journeys
S12000048,2016,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000048,2014,Ratio,Percent Of Journeys,2.7,% Cycling Journeys To Work
S12000048,2015,Ratio,Percent Of Journeys,4.2,% Education Journeys
S12000048,2015,Ratio,Percent Of Journeys,1.4,% Cycling Journeys To Work
S12000048,2014,Ratio,Percent Of Journeys,1,% Train Journeys To Work
S12000048,2001,Ratio,Percent Of Journeys,1.4,% Train Journeys To Work
S12000048,2018,Ratio,Percent Of Journeys,1,% Train Journeys To Work
S12000048,2003,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000048,1999,Ratio,Percent Of Journeys,0.1,% Train Journeys To Work
S12000048,2019,Ratio,Percent Of Journeys,16,% Walking Journeys To Work
S12000048,2012,Ratio,Percent Of Journeys,22.9,% Walking Journeys To Work
S12000048,2007,Ratio,Percent Of Journeys,11,% Walking Journeys To Work
S12000048,2018,Ratio,Percent Of Journeys,6,% Education Journeys
S12000048,2009,Ratio,Percent Of Journeys,16.3,% Walking Journeys To Work
S12000048,2014,Ratio,Percent Of Journeys,6.5,% Education Journeys
S12000048,2009,Ratio,Percent Of Journeys,2.1,% Train Journeys To Work
S12000048,2016,Ratio,Percent Of Journeys,0.5,% Train Journeys To Work
S12000048,2012,Ratio,Percent Of Journeys,2.4,% Train Journeys To Work
S12000048,2013,Ratio,Percent Of Journeys,2.4,% Train Journeys To Work
S12000048,2013,Ratio,Percent Of Journeys,4.1,% Cycling Journeys To Work
S12000048,2019,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000048,2013,Ratio,Percent Of Journeys,7.3,% Education Journeys
S12000048,2017,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000048,2015,Ratio,Percent Of Journeys,0.9,% Train Journeys To Work
S12000048,1999,Ratio,Percent Of Journeys,2.9,% Health Journeys
S12000048,2005,Ratio,Percent Of Journeys,20,% Shopping Journeys
S12000048,2001,Ratio,Percent Of Journeys,2.8,% Health Journeys
S12000048,2017,Ratio,Percent Of Journeys,22.5,% Shopping Journeys
S12000048,2003,Ratio,Percent Of Journeys,1.1,% Health Journeys
S12000048,2018,Ratio,Percent Of Journeys,9,% Bus Journeys To Work
S12000048,2003,Ratio,Percent Of Journeys,25.2,% Shopping Journeys
S12000048,2009,Ratio,Percent Of Journeys,3.1,% Health Journeys
S12000048,2009,Ratio,Percent Of Journeys,22.1,% Shopping Journeys
S12000048,2013,Ratio,Percent Of Journeys,1.2,% Health Journeys
S12000048,2014,Ratio,Percent Of Journeys,2.2,% Health Journeys
S12000048,2018,Ratio,Percent Of Journeys,15,% Commuting Journeys
S12000048,2017,Ratio,Percent Of Journeys,2.1,% Business Journeys
S12000048,2019,Ratio,Percent Of Journeys,19,% Commuting Journeys
S12000048,2016,Ratio,Percent Of Journeys,0.9,% Health Journeys
S12000048,2019,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S12000048,2005,Ratio,Percent Of Journeys,1,% Health Journeys
S12000048,2015,Ratio,Percent Of Journeys,3.6,% Health Journeys
S12000048,2016,Ratio,Percent Of Journeys,17.7,% Commuting Journeys
S12000048,2017,Ratio,Percent Of Journeys,11.7,% Bus Journeys To Work
S12000048,2019,Ratio,Percent Of Journeys,9,% Bus Journeys To Work
S12000048,2012,Ratio,Percent Of Journeys,21.5,% Shopping Journeys
S12000048,2012,Ratio,Percent Of Journeys,0.2,% Health Journeys
S12000048,1999,Ratio,Percent Of Journeys,18.1,% Shopping Journeys
S12000048,2014,Ratio,Percent Of Journeys,21.9,% Commuting Journeys
S12000048,2013,Ratio,Percent Of Journeys,22,% Commuting Journeys
S12000048,2015,Ratio,Percent Of Journeys,25.6,% Commuting Journeys
S12000048,2001,Ratio,Percent Of Journeys,26,% Shopping Journeys
S12000049,2012,Ratio,Percent Of Journeys,15.3,% Bus Journeys To Work
S12000049,2015,Ratio,Percent Of Journeys,11.1,% Train Journeys To Work
S12000049,2019,Ratio,Percent Of Journeys,78,% Child Journeys To School By Walking/Cycling
S12000049,2003,Ratio,Percent Of Journeys,57.4,% Child Journeys To School By Walking/Cycling
S12000049,2007,Ratio,Percent Of Journeys,9.6,% Train Journeys To Work
S12000049,2005,Ratio,Percent Of Journeys,4,% Education Journeys
S12000049,2012,Ratio,Percent Of Journeys,9.7,% Train Journeys To Work
S12000049,2005,Ratio,Percent Of Journeys,7.8,% Train Journeys To Work
S12000049,2009,Ratio,Percent Of Journeys,8.5,% Train Journeys To Work
S12000049,2003,Ratio,Percent Of Journeys,7.5,% Train Journeys To Work
S12000049,2001,Ratio,Percent Of Journeys,7.4,% Train Journeys To Work
S12000049,2014,Ratio,Percent Of Journeys,8.8,% Train Journeys To Work
S12000049,2016,Ratio,Percent Of Journeys,12.2,% Train Journeys To Work
S12000049,2015,Ratio,Percent Of Journeys,16.8,% Bus Journeys To Work
S12000049,2009,Ratio,Percent Of Journeys,20.1,% Bus Journeys To Work
S12000049,2017,Ratio,Percent Of Journeys,15.8,% Bus Journeys To Work
S12000049,2018,Ratio,Percent Of Journeys,5,% Cycling Journeys To Work
S12000049,2001,Ratio,Percent Of Journeys,2.7,% Business Journeys
S12000049,1999,Ratio,Percent Of Journeys,3.2,% Business Journeys
S12000049,2009,Ratio,Percent Of Journeys,2.9,% Cycling Journeys To Work
S12000049,2007,Ratio,Percent Of Journeys,22.5,% Bus Journeys To Work
S12000049,2014,Ratio,Percent Of Journeys,18.8,% Bus Journeys To Work
S12000049,2005,Ratio,Percent Of Journeys,20,% Bus Journeys To Work
S12000049,2001,Ratio,Percent Of Journeys,24.6,% Commuting Journeys
S12000049,2013,Ratio,Percent Of Journeys,19.5,% Commuting Journeys
S12000049,2013,Ratio,Percent Of Journeys,20.3,% Bus Journeys To Work
S12000049,2005,Ratio,Percent Of Journeys,51.5,% Child Journeys To School By Walking/Cycling
S12000049,2007,Ratio,Percent Of Journeys,2.7,% Cycling Journeys To Work
S12000049,2018,Ratio,Percent Of Journeys,15,% Train Journeys To Work
S12000049,2003,Ratio,Percent Of Journeys,23.1,% Commuting Journeys
S12000049,2012,Ratio,Percent Of Journeys,3.1,% Cycling Journeys To Work
S12000049,2014,Ratio,Percent Of Journeys,1.8,% Cycling Journeys To Work
S12000049,1999,Ratio,Percent Of Journeys,58.6,% Child Journeys To School By Walking/Cycling
S12000049,2018,Ratio,Percent Of Journeys,17,% Bus Journeys To Work
S12000049,2009,Ratio,Percent Of Journeys,23.1,% Commuting Journeys
S12000049,2012,Ratio,Percent Of Journeys,19.9,% Commuting Journeys
S12000049,2019,Ratio,Percent Of Journeys,7,% Education Journeys
S12000049,2014,Ratio,Percent Of Journeys,6.7,% Education Journeys
S12000049,2018,Ratio,Percent Of Journeys,7,% Education Journeys
S12000049,2016,Ratio,Percent Of Journeys,9.5,% Education Journeys
S12000049,2015,Ratio,Percent Of Journeys,45.8,% Child Journeys To School By Walking/Cycling
S12000049,2016,Ratio,Percent Of Journeys,5.1,% Cycling Journeys To Work
S12000049,2017,Ratio,Percent Of Journeys,24.7,% Commuting Journeys
S12000049,1999,Ratio,Percent Of Journeys,0.9,% Cycling Journeys To Work
S12000049,2018,Ratio,Percent Of Journeys,44,% Child Journeys To School By Walking/Cycling
S12000049,2015,Ratio,Percent Of Journeys,2.3,% Cycling Journeys To Work
S12000049,2017,Ratio,Percent Of Journeys,9.1,% Education Journeys
S12000049,2013,Ratio,Percent Of Journeys,2.8,% Cycling Journeys To Work
S12000049,2014,Ratio,Percent Of Journeys,57.5,% Child Journeys To School By Walking/Cycling
S12000049,2016,Ratio,Percent Of Journeys,55.4,% Child Journeys To School By Walking/Cycling
S12000049,2009,Ratio,Percent Of Journeys,6.4,% Education Journeys
