area_code,reference_area,area_type,year,indicator,value,units
S12000042,Dundee City,Local Authority,2007,% Shopping Journeys,21,Percent Of Journeys
S12000042,Dundee City,Local Authority,2017,% Commuting Journeys,20.4,Percent Of Journeys
S12000042,Dundee City,Local Authority,2001,% Health Journeys,3.7,Percent Of Journeys
S12000042,Dundee City,Local Authority,2005,% Child Journeys To School By Walking/Cycling,62.7,Percent Of Journeys
S12000042,Dundee City,Local Authority,2009,% Train Journeys To Work,0,Percent Of Journeys
S12000042,Dundee City,Local Authority,2013,% Train Journeys To Work,1.2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2018,% Health Journeys,2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2012,% Train Journeys To Work,0,Percent Of Journeys
S12000042,Dundee City,Local Authority,2014,% Train Journeys To Work,0,Percent Of Journeys
S12000042,Dundee City,Local Authority,2017,% Health Journeys,1,Percent Of Journeys
S12000042,Dundee City,Local Authority,2019,% Cycling Journeys To Work,3,Percent Of Journeys
S12000042,Dundee City,Local Authority,1999,% Child Journeys To School By Walking/Cycling,66.8,Percent Of Journeys
S12000042,Dundee City,Local Authority,2009,% Health Journeys,4.4,Percent Of Journeys
S12000042,Dundee City,Local Authority,2007,% Child Journeys To School By Walking/Cycling,60.3,Percent Of Journeys
S12000042,Dundee City,Local Authority,2015,% Child Journeys To School By Walking/Cycling,52.9,Percent Of Journeys
S12000042,Dundee City,Local Authority,2005,% Health Journeys,4,Percent Of Journeys
S12000042,Dundee City,Local Authority,2016,% Child Journeys To School By Walking/Cycling,39.6,Percent Of Journeys
S12000042,Dundee City,Local Authority,2003,% Child Journeys To School By Walking/Cycling,66.6,Percent Of Journeys
S12000042,Dundee City,Local Authority,2017,% Business Journeys,1,Percent Of Journeys
S12000042,Dundee City,Local Authority,2007,% Health Journeys,2.7,Percent Of Journeys
S12000042,Dundee City,Local Authority,2007,% Commuting Journeys,20.6,Percent Of Journeys
S12000042,Dundee City,Local Authority,2009,% Walking Journeys To Work,18.6,Percent Of Journeys
S12000042,Dundee City,Local Authority,2012,% Walking Journeys To Work,20.3,Percent Of Journeys
S12000042,Dundee City,Local Authority,2012,% Bus Journeys To Work,18.3,Percent Of Journeys
S12000042,Dundee City,Local Authority,2014,% Bus Journeys To Work,9.4,Percent Of Journeys
S12000042,Dundee City,Local Authority,1999,% Education Journeys,3.7,Percent Of Journeys
S12000042,Dundee City,Local Authority,1999,% Cycling Journeys To Work,1.1,Percent Of Journeys
S12000042,Dundee City,Local Authority,2001,% Education Journeys,4.2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2013,% Education Journeys,6.9,Percent Of Journeys
S12000042,Dundee City,Local Authority,2015,% Commuting Journeys,18.9,Percent Of Journeys
S12000042,Dundee City,Local Authority,2009,% Commuting Journeys,24,Percent Of Journeys
S12000042,Dundee City,Local Authority,2017,% Education Journeys,7.8,Percent Of Journeys
S12000042,Dundee City,Local Authority,2009,% Business Journeys,0.3,Percent Of Journeys
S12000042,Dundee City,Local Authority,2012,% Shopping Journeys,24.2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2009,% Cycling Journeys To Work,1.1,Percent Of Journeys
S12000042,Dundee City,Local Authority,2012,% Commuting Journeys,19.3,Percent Of Journeys
S12000042,Dundee City,Local Authority,2003,% Commuting Journeys,29.6,Percent Of Journeys
S12000042,Dundee City,Local Authority,2019,% Commuting Journeys,18,Percent Of Journeys
S12000042,Dundee City,Local Authority,2003,% Education Journeys,6.8,Percent Of Journeys
S12000042,Dundee City,Local Authority,2014,% Education Journeys,8.3,Percent Of Journeys
S12000042,Dundee City,Local Authority,2013,% Bus Journeys To Work,14.2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2005,% Education Journeys,7,Percent Of Journeys
S12000042,Dundee City,Local Authority,2017,% Shopping Journeys,24.2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2015,% Education Journeys,8.3,Percent Of Journeys
S12000042,Dundee City,Local Authority,2018,% Bus Journeys To Work,12,Percent Of Journeys
S12000042,Dundee City,Local Authority,2019,% Walking Journeys To Work,16,Percent Of Journeys
S12000042,Dundee City,Local Authority,2019,% Education Journeys,10,Percent Of Journeys
S12000042,Dundee City,Local Authority,2016,% Education Journeys,6.7,Percent Of Journeys
S12000042,Dundee City,Local Authority,2018,% Cycling Journeys To Work,0,Percent Of Journeys
S12000042,Dundee City,Local Authority,2009,% Education Journeys,3.4,Percent Of Journeys
S12000042,Dundee City,Local Authority,2016,% Bus Journeys To Work,14.4,Percent Of Journeys
S12000042,Dundee City,Local Authority,2007,% Education Journeys,4.2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2001,% Business Journeys,2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2018,% Business Journeys,3,Percent Of Journeys
S12000042,Dundee City,Local Authority,2003,% Bus Journeys To Work,19.5,Percent Of Journeys
S12000042,Dundee City,Local Authority,1999,% Business Journeys,3.2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2007,% Walking Journeys To Work,18.6,Percent Of Journeys
S12000042,Dundee City,Local Authority,2003,% Walking Journeys To Work,17.4,Percent Of Journeys
S12000042,Dundee City,Local Authority,2005,% Walking Journeys To Work,19.8,Percent Of Journeys
S12000042,Dundee City,Local Authority,2005,% Bus Journeys To Work,10.2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2016,% Walking Journeys To Work,13.2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2013,% Walking Journeys To Work,13.1,Percent Of Journeys
S12000042,Dundee City,Local Authority,2003,% Business Journeys,2.9,Percent Of Journeys
S12000042,Dundee City,Local Authority,2001,% Walking Journeys To Work,16.3,Percent Of Journeys
S12000042,Dundee City,Local Authority,2005,% Business Journeys,2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2007,% Cycling Journeys To Work,1.7,Percent Of Journeys
S12000042,Dundee City,Local Authority,2014,% Walking Journeys To Work,19.5,Percent Of Journeys
S12000042,Dundee City,Local Authority,2015,% Walking Journeys To Work,13.4,Percent Of Journeys
S12000042,Dundee City,Local Authority,2014,% Commuting Journeys,19.4,Percent Of Journeys
S12000042,Dundee City,Local Authority,2009,% Bus Journeys To Work,12.9,Percent Of Journeys
S12000042,Dundee City,Local Authority,2001,% Bus Journeys To Work,14.1,Percent Of Journeys
S12000042,Dundee City,Local Authority,2015,% Bus Journeys To Work,20.4,Percent Of Journeys
S12000042,Dundee City,Local Authority,2005,% Cycling Journeys To Work,2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2007,% Business Journeys,1,Percent Of Journeys
S12000042,Dundee City,Local Authority,2016,% Commuting Journeys,20.3,Percent Of Journeys
S12000042,Dundee City,Local Authority,2012,% Business Journeys,2.5,Percent Of Journeys
S12000042,Dundee City,Local Authority,2014,% Business Journeys,0.7,Percent Of Journeys
S12000042,Dundee City,Local Authority,2003,% Cycling Journeys To Work,1.8,Percent Of Journeys
S12000042,Dundee City,Local Authority,2007,% Bus Journeys To Work,18.7,Percent Of Journeys
S12000042,Dundee City,Local Authority,1999,% Walking Journeys To Work,15.6,Percent Of Journeys
S12000042,Dundee City,Local Authority,1999,% Bus Journeys To Work,18.3,Percent Of Journeys
S12000042,Dundee City,Local Authority,2016,% Business Journeys,0.4,Percent Of Journeys
S12000042,Dundee City,Local Authority,2001,% Cycling Journeys To Work,2,Percent Of Journeys
S12000042,Dundee City,Local Authority,2012,% Education Journeys,10.1,Percent Of Journeys
S12000042,Dundee City,Local Authority,2019,% Bus Journeys To Work,12,Percent Of Journeys
S12000042,Dundee City,Local Authority,2017,% Bus Journeys To Work,16.4,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2019,% Child Journeys To School By Walking/Cycling,80,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2007,% Train Journeys To Work,8,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2015,% Walking Journeys To Work,7.3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2007,% Shopping Journeys,22.7,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2012,% Train Journeys To Work,4.8,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2012,% Business Journeys,1.5,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2018,% Commuting Journeys,23,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2014,% Walking Journeys To Work,6.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2005,% Walking Journeys To Work,5.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2001,% Train Journeys To Work,5.5,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2001,% Education Journeys,4.8,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2005,% Train Journeys To Work,8.6,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2018,% Train Journeys To Work,13,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2009,% Shopping Journeys,24.3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2017,% Education Journeys,7.3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2009,% Train Journeys To Work,14.7,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,1999,% Train Journeys To Work,11.1,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2003,% Education Journeys,3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2016,% Health Journeys,2.5,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2007,% Health Journeys,2.8,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2017,% Bus Journeys To Work,1.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2005,% Health Journeys,1,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2017,% Train Journeys To Work,10,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2012,% Education Journeys,4.3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2013,% Education Journeys,4.4,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2014,% Shopping Journeys,20.6,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,1999,% Shopping Journeys,22.5,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2009,% Walking Journeys To Work,3.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2013,% Walking Journeys To Work,8.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,1999,% Health Journeys,1.7,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2016,% Walking Journeys To Work,7.7,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2017,% Commuting Journeys,20.4,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2009,% Health Journeys,1.5,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2012,% Health Journeys,2.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2001,% Health Journeys,2.3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2003,% Health Journeys,1.9,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2001,% Cycling Journeys To Work,2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2019,% Health Journeys,4,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2019,% Commuting Journeys,23,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2019,% Shopping Journeys,25,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2001,% Child Journeys To School By Walking/Cycling,54.3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2017,% Walking Journeys To Work,9.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2013,% Train Journeys To Work,11.9,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2018,% Health Journeys,2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2015,% Train Journeys To Work,11.6,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2007,% Business Journeys,0.8,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2015,% Cycling Journeys To Work,1,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2001,% Bus Journeys To Work,8,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2007,% Child Journeys To School By Walking/Cycling,54.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2003,% Bus Journeys To Work,11.1,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2014,% Cycling Journeys To Work,2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,1999,% Cycling Journeys To Work,0.6,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2005,% Bus Journeys To Work,7.5,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2013,% Cycling Journeys To Work,2.6,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2003,% Train Journeys To Work,8.1,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2019,% Cycling Journeys To Work,1,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2012,% Shopping Journeys,18,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2019,% Walking Journeys To Work,2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2019,% Train Journeys To Work,16,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2009,% Business Journeys,0.1,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2005,% Education Journeys,2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2015,% Child Journeys To School By Walking/Cycling,56.4,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,1999,% Education Journeys,3.7,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2014,% Child Journeys To School By Walking/Cycling,56.6,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2018,% Business Journeys,3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2017,% Business Journeys,1.8,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2003,% Child Journeys To School By Walking/Cycling,53.4,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2018,% Shopping Journeys,25,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2009,% Education Journeys,3.3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2007,% Education Journeys,3.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2012,% Child Journeys To School By Walking/Cycling,55.8,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2016,% Child Journeys To School By Walking/Cycling,54.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2009,% Bus Journeys To Work,7.6,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,1999,% Business Journeys,5.4,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2001,% Business Journeys,3.9,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2016,% Cycling Journeys To Work,0,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2003,% Business Journeys,2.4,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2007,% Commuting Journeys,22.6,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2018,% Child Journeys To School By Walking/Cycling,46,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2001,% Commuting Journeys,24.1,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2001,% Walking Journeys To Work,8.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2012,% Cycling Journeys To Work,1.1,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2005,% Cycling Journeys To Work,2.3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2018,% Cycling Journeys To Work,3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2007,% Cycling Journeys To Work,0,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2016,% Train Journeys To Work,9.2,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2019,% Education Journeys,5,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2003,% Cycling Journeys To Work,0.9,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2007,% Bus Journeys To Work,7.9,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2017,% Child Journeys To School By Walking/Cycling,41.3,Percent Of Journeys
S12000045,East Dunbartonshire,Local Authority,2013,% Business Journeys,3.4,Percent Of Journeys
